1744136257005,BTCUSDT,77361.7,3.00938e+08
1744136259005,BTCUSDT,77361.7,3.0094e+08
1744136260005,BTCUSDT,77361.7,3.0094e+08
1744136261005,BTCUSDT,77361.7,3.0094e+08
1744136262005,BTCUSDT,77361.7,3.00944e+08
1744136263005,BTCUSDT,77240,3.00911e+08
1744136264005,BTCUSDT,77382,3.00933e+08
1744136267006,BTCUSDT,77382,3.00932e+08
1744136268005,BTCUSDT,77381.4,3.00934e+08
1744136269008,BTCUSDT,77381.4,3.00934e+08
1744136270007,BTCUSDT,77381.4,3.0093e+08
1744136273006,BTCUSDT,77370,3.00875e+08
1744136274005,BTCUSDT,77370,3.00877e+08
1744136275004,BTCUSDT,77370,3.00879e+08
1744136276005,BTCUSDT,77370,3.00881e+08
1744136277004,BTCUSDT,77370,3.00881e+08
1744136278005,BTCUSDT,77382,3.00811e+08
1744136281005,BTCUSDT,77382,3.00811e+08
1744136282004,BTCUSDT,77382,3.00811e+08
1744136284007,BTCUSDT,77382,3.0081e+08
1744136286005,BTCUSDT,77370,3.00807e+08
1744136287007,BTCUSDT,77370,3.00811e+08
1744136288004,BTCUSDT,77370,3.00814e+08
1744136290005,BTCUSDT,77369.3,3.00848e+08
1744136292004,BTCUSDT,77369.3,3.00848e+08
1744136298007,BTCUSDT,77369.3,3.00844e+08
1744136303006,BTCUSDT,77368,3.00857e+08
1744136304005,BTCUSDT,77368,3.00857e+08
1744136308005,BTCUSDT,77367.9,3.00865e+08
1744136309004,BTCUSDT,77342,3.00864e+08
1744136311006,BTCUSDT,77339.9,3.00917e+08
1744136315005,BTCUSDT,77339.9,3.0089e+08
1744136320004,BTCUSDT,77342,3.00893e+08
1744136321005,BTCUSDT,77339.9,3.00892e+08
1744136327006,BTCUSDT,77339.9,3.00891e+08
1744136333005,BTCUSDT,77339.9,3.00862e+08
1744136334006,BTCUSDT,77370,3.00903e+08
1744136335004,BTCUSDT,77375.4,3.00921e+08
1744136337007,BTCUSDT,77375.4,3.0092e+08
1744136339005,BTCUSDT,77375.4,3.0092e+08
1744136341004,BTCUSDT,77376,3.00921e+08
1744136344006,BTCUSDT,77376,3.008e+08
1744136345004,BTCUSDT,77376,3.008e+08
1744136347005,BTCUSDT,77376,3.00793e+08
1744136350004,BTCUSDT,77375.4,3.00793e+08
1744136351005,BTCUSDT,77376,3.00808e+08
1744136354004,BTCUSDT,77376,3.00792e+08
1744136356006,BTCUSDT,77375.4,3.00791e+08
1744136357009,BTCUSDT,77375.4,3.00793e+08
1744136358005,BTCUSDT,77375.4,3.00795e+08
1744136359005,BTCUSDT,77375.4,3.00797e+08
1744136360005,BTCUSDT,77382.1,3.00839e+08
1744136362005,BTCUSDT,77375.4,3.00823e+08
1744136363005,BTCUSDT,77375.4,3.00823e+08
1744136367006,BTCUSDT,77375.4,3.0079e+08
1744136369007,BTCUSDT,77375.4,3.0079e+08
1744136370006,BTCUSDT,77382.1,3.00793e+08
1744136371006,BTCUSDT,77382.1,3.00791e+08
1744136373005,BTCUSDT,77378,3.00793e+08
1744136379005,BTCUSDT,77378,3.00792e+08
1744136385005,BTCUSDT,77378,3.0079e+08
1744136390006,BTCUSDT,77378,3.00808e+08
1744136392007,BTCUSDT,77383.2,3.00809e+08
1744136393005,BTCUSDT,77383.2,3.00811e+08
1744136394006,BTCUSDT,77383.2,3.00771e+08
1744136395004,BTCUSDT,77383.2,3.00769e+08
1744136396005,BTCUSDT,77378,3.00764e+08
1744136400008,BTCUSDT,77378,3.00763e+08
1744136401004,BTCUSDT,77400,3.00804e+08
1744136402005,BTCUSDT,77378,3.00804e+08
1744136404006,BTCUSDT,77378,3.00805e+08
1744136405006,BTCUSDT,77378,3.00806e+08
1744136410005,BTCUSDT,77403.1,3.00839e+08
1744136411005,BTCUSDT,77403.9,3.00847e+08
1744136413004,BTCUSDT,77378,3.00847e+08
1744136419005,BTCUSDT,77430.5,3.00967e+08
1744136424005,BTCUSDT,77430.5,3.00934e+08
1744136430005,BTCUSDT,77430.5,3.00889e+08
1744136434005,BTCUSDT,77430.6,3.00907e+08
1744136440004,BTCUSDT,77430.6,3.00907e+08
1744136448004,BTCUSDT,77439.9,3.00866e+08
1744136461005,BTCUSDT,77452,3.0082e+08
1744136462005,BTCUSDT,77452,3.0082e+08
1744136464004,BTCUSDT,77452,3.00822e+08
1744136465004,BTCUSDT,77452,3.00822e+08
1744136467004,BTCUSDT,77452,3.00838e+08
1744208980004,BTCUSDT,77555.7,3.13169e+08
1744208982007,BTCUSDT,77555.7,3.13169e+08
1744208986004,BTCUSDT,77555.7,3.13169e+08
1744208987005,BTCUSDT,77555.7,3.13169e+08
1744208991005,BTCUSDT,77602,3.13164e+08
1744208992004,BTCUSDT,77600.6,3.13166e+08
1744208993004,BTCUSDT,77540.6,3.13228e+08
1744208996005,BTCUSDT,77540.6,3.13192e+08
1744208997004,BTCUSDT,77602.1,3.13182e+08
1744208999005,BTCUSDT,77602.1,3.1318e+08
1744209000006,BTCUSDT,77602.1,3.13179e+08
1744209001004,BTCUSDT,77602.1,3.13228e+08
1744209002007,BTCUSDT,77604,3.13287e+08
1744209003005,BTCUSDT,77604,3.13296e+08
1744209004006,BTCUSDT,77604,3.13295e+08
1744209005005,BTCUSDT,77604,3.13278e+08
1744209006005,BTCUSDT,77602,3.13337e+08
1744209009006,BTCUSDT,77602,3.13332e+08
1744209010008,BTCUSDT,77602,3.13329e+08
1744209011005,BTCUSDT,77604,3.13329e+08
1744209013006,BTCUSDT,77602,3.13326e+08
1744209016006,BTCUSDT,77601.3,3.13345e+08
1744209018005,BTCUSDT,77601.3,3.13299e+08
1744209020005,BTCUSDT,77606,3.13361e+08
1744209022004,BTCUSDT,77600,3.13324e+08
1744209024005,BTCUSDT,77600,3.13321e+08
1744209025006,BTCUSDT,77607.3,3.13359e+08
1744209027008,BTCUSDT,77585.1,3.13363e+08
1744209029007,BTCUSDT,77585.1,3.1336e+08
1744209030005,BTCUSDT,77586,3.13368e+08
1744209031004,BTCUSDT,77584.6,3.13385e+08
1744209033005,BTCUSDT,77586,3.13308e+08
1744209035005,BTCUSDT,77584.6,3.13306e+08
1744209038007,BTCUSDT,77584.6,3.13304e+08
1744209039007,BTCUSDT,77586.1,3.13304e+08
1744209044005,BTCUSDT,77584,3.13337e+08
1744209049005,BTCUSDT,77586.1,3.13332e+08
1744209051005,BTCUSDT,77584,3.13332e+08
1744209052004,BTCUSDT,77579.5,3.13373e+08
1744209054005,BTCUSDT,77576,3.13348e+08
1744209055004,BTCUSDT,77578,3.13358e+08
1744209064007,BTCUSDT,77580,3.13306e+08
1744209065005,BTCUSDT,77580,3.13305e+08
1744209066008,BTCUSDT,77576,3.13359e+08
1744209068006,BTCUSDT,77586.1,3.13382e+08
1744209069005,BTCUSDT,77564,3.13385e+08
1744209073005,BTCUSDT,77564,3.13382e+08
1744209074005,BTCUSDT,77577.3,3.13382e+08
1744209077005,BTCUSDT,77577.3,3.13392e+08
1744209084009,BTCUSDT,77577.3,3.13383e+08
1744209088006,BTCUSDT,77548,3.1339e+08
1744209089005,BTCUSDT,77548,3.1339e+08
1744209091005,BTCUSDT,77548,3.1339e+08
1744209095005,BTCUSDT,77548,3.13391e+08
1744209100004,BTCUSDT,77548,3.13388e+08
1744209101005,BTCUSDT,77688,3.13549e+08
1744209102004,BTCUSDT,77688,3.13549e+08
1744209403004,BTCUSDT,77789.5,3.14333e+08
1744209404004,BTCUSDT,77789.5,3.14334e+08
1744209405005,BTCUSDT,77789.5,3.14334e+08
1744209406004,BTCUSDT,77789.5,3.14334e+08
1744209407005,BTCUSDT,77789.5,3.14336e+08
1744209408005,BTCUSDT,77789.5,3.14337e+08
1744209411004,BTCUSDT,77789.5,3.14337e+08
1744209412006,BTCUSDT,77789.5,3.14337e+08
1744209415004,BTCUSDT,77789.5,3.14337e+08
1744209416004,BTCUSDT,77789.5,3.14313e+08
1744209417007,BTCUSDT,77789.5,3.14313e+08
1744209421004,BTCUSDT,77789.5,3.14313e+08
1744209425004,BTCUSDT,77789.5,3.14311e+08
1744209429006,BTCUSDT,77789.5,3.14274e+08
1744209431008,BTCUSDT,77788.8,3.1431e+08
1744209434004,BTCUSDT,77788.8,3.14306e+08
1744209435004,BTCUSDT,77788.8,3.14306e+08
1744209436004,BTCUSDT,77787.3,3.1428e+08
1744209437004,BTCUSDT,77787.3,3.14282e+08
1744209439004,BTCUSDT,77787.3,3.14284e+08
1744209441005,BTCUSDT,77787.3,3.14284e+08
1744209442005,BTCUSDT,77787.3,3.14286e+08
1744209443004,BTCUSDT,77787.3,3.14278e+08
1744209444005,BTCUSDT,77784,3.14347e+08
1744209447006,BTCUSDT,77784,3.14323e+08
1744209448004,BTCUSDT,77787.3,3.14323e+08
1744209449005,BTCUSDT,77787.3,3.14324e+08
1744209599007,BTCUSDT,77532.6,3.14477e+08
1744209600005,BTCUSDT,77532.8,3.14479e+08
1744209601006,BTCUSDT,77536,3.14462e+08
1744209602006,BTCUSDT,77536,3.14462e+08
1744209603005,BTCUSDT,77536.9,3.14464e+08
1744209604004,BTCUSDT,77536.9,3.14464e+08
1744209605005,BTCUSDT,77536.9,3.14457e+08
1744209606004,BTCUSDT,77536.9,3.14459e+08
1744209607004,BTCUSDT,77536.9,3.14461e+08
1744209610006,BTCUSDT,77536.9,3.14438e+08
1744209612004,BTCUSDT,77532.6,3.14444e+08
1744209613004,BTCUSDT,77538,3.1452e+08
1744209614005,BTCUSDT,77538,3.14522e+08
1744209615008,BTCUSDT,77538,3.14524e+08
1744209616009,BTCUSDT,77519.7,3.14524e+08
1744209617004,BTCUSDT,77519.7,3.14524e+08
1744209618004,BTCUSDT,77538,3.14526e+08
1744209619004,BTCUSDT,77538,3.14527e+08
1744209620005,BTCUSDT,77519.7,3.14542e+08
1744209621005,BTCUSDT,77538,3.14542e+08
1744209624005,BTCUSDT,77519.7,3.14525e+08
1744209626006,BTCUSDT,77519.7,3.14525e+08
1744209627004,BTCUSDT,77518,3.14591e+08
